EOS,Ratio,Diversity,SM,SOC,Soil_N,Precipitation,BD,VPD,SRAD,Temperature,grassType,biomass,climate,soil,pc1_clim,pc2_clim,pc1_soil,pc2_soil
0.109158888,-0.192445008,-1.108894456,-0.113598626,-0.6626 ,-0.605 ,-1.149937777,0.022 ,0.553494106,0.504133298,0.498287264,Desert steppe,-0.192445008,0.405976891,-1.359816249,-1.281434742,-0.594252138,-0.762147919,-0.133325354
0.12588318,0.344858572,-1.108894456,-0.537419391,-0.7855 ,-0.763 ,-0.265183565,1.292 ,0.841660108,0.171069684,0.736306537,Desert steppe,0.344858572,1.483852764,-0.79411154,-1.048052826,0.350532013,-1.710234394,0.09725005
0.128762474,-0.489174178,-1.108894456,-0.661550996,-0.0393 ,0.079 ,-0.56898471,0.242 ,0.746595034,0.591242237,0.399847192,Desert steppe,-0.489174178,1.168699753,-0.379685672,-1.157089204,-0.172879883,-0.289305446,0.619383353
0.144696065,-0.783209082,-1.108894456,-0.737803267,-0.6540 ,-0.627 ,-0.686241293,0.684 ,0.892163428,1.508448192,0.611419879,Desert steppe,-0.783209082,2.325790207,-1.335066913,-1.858587384,-0.285422325,-1.292732826,0.398549326
0.15019552,-0.811227998,-1.108894456,0.806748558,-0.3431 ,-0.277 ,-0.537005642,-0.641 ,1.343722522,0.755212025,0.908209346,Temperate steppe,-0.811227998,2.47013825,-0.454088211,-1.827891292,0.23149537,0.211051828,-0.828668548
0.150691642,0.267489714,-1.108894456,-0.652684453,-0.1132 ,-0.010 ,0.283790433,0.310 ,0.42277963,1.006290739,0.219128855,Desert steppe,0.267489714,1.931989658,-0.465928543,-0.751368849,0.245365379,-0.415193523,0.573275402
0.151610803,-0.681975491,-1.108894456,-0.154384725,1.8427 ,2.037 ,-1.101969175,-0.625 ,1.86360964,1.038316089,1.434202554,Desert steppe,-0.681975491,3.234159108,3.099649422,-2.760009371,0.14252812,2.487669976,0.946138033
0.165139073,-0.659434683,-1.108894456,0.475139842,0.0218 ,0.018 ,0.587591579,-0.403 ,-0.195143342,0.8179817,0.006086911,Temperate steppe,-0.659434683,1.216516848,0.112528836,-0.071759009,0.268548061,0.367844661,-0.409015676
0.403792953,-0.729488695,-1.108894456,-0.38314154,0.8227 ,-0.860 ,1.536303926,0.921 ,0.211854,1.408529104,0.74952983,Desert steppe,-0.729488695,3.90621686,-1.144822684,-0.60375204,1.400169501,-1.547932706,-0.041128612
0.407157301,-0.583925865,-1.108894456,-0.253690009,-0.2126 ,-0.149 ,0.864743501,0.072 ,0.327714556,1.086994615,0.373400606,Temperate steppe,-0.583925865,2.652853277,-0.543084637,-0.58470245,0.749727171,-0.313964511,0.168096499
0.451753184,1.716795954,-1.108894456,-0.548059243,-0.4096 ,-0.359 ,-0.222544808,0.817 ,0.300977505,0.110862033,0.204436306,Desert steppe,1.716795954,0.393731036,-0.499696656,-0.420953795,-0.016416365,-1.02038417,0.301230473
0.489790917,-0.426021589,-1.108894456,-0.235956923,-0.7622 ,-0.805 ,-1.006031971,1.111 ,0.681237798,0.564340949,0.743652809,Desert steppe,-0.426021589,0.983199585,-0.691263494,-1.452086062,-0.328940007,-1.541800415,-0.178489446
0.499498583,0.203915085,-1.108894456,-0.05685275,-0.3903 ,-0.399 ,-0.606293623,0.638 ,1.385313492,0.899966588,1.119782034,Desert steppe,0.203915085,2.798768492,-0.208105937,-2.059166607,0.278094935,-0.800581229,-0.156684638
0.932190517,0.143876289,-1.108894456,-0.505499836,-0.5182 ,-0.406 ,-0.616953312,-0.363 ,1.513057185,0.976827426,1.240260924,Desert steppe,0.143876289,3.113192223,-1.792989363,-2.236672747,0.349793169,-0.472820774,0.344949157
0.975156277,-0.498439815,-1.108894456,-0.519686305,0.8962 ,-0.922 ,-0.297162633,0.885 ,0.749565817,0.208219084,0.598196586,Desert steppe,-0.498439815,1.258818855,-1.452902592,-0.956888419,0.221979565,-1.643073213,0.067745109
1.008031207,-0.792946303,-1.108894456,-0.691697243,-0.6508 ,-0.580 ,-0.462387817,0.955 ,1.251628234,1.674979993,0.81123853,Desert steppe,-0.792946303,3.27545894,-0.967303583,-2.162171481,0.04516426,-1.395204681,0.33814824
1.043816442,-0.134001984,-1.108894456,-0.702337095,0.9379 ,-1.002 ,-0.968723059,0.402 ,1.545735803,0.47723201,1.165328931,Desert steppe,-0.134001984,2.219573685,-2.240495086,-2.104262536,0.133293262,-1.508109055,0.265578221
1.07852748,-0.349076662,-1.108894456,-0.640271292,0.8471 ,-0.841 ,-0.958063369,0.235 ,2.089389187,0.548968786,1.472403179,Desert steppe,-0.349076662,3.152697783,-2.093980436,-2.604632706,0.414029509,-1.259333743,0.270706687
1.086073454,-0.727545393,-1.108894456,-0.679284082,0.8652 ,-0.863 ,-1.006031971,0.334 ,1.729924382,0.533596612,1.287277077,Desert steppe,-0.727545393,2.544766099,-2.073217948,-2.315263841,0.20063206,-1.345286313,0.290963592
1.158691544,-0.227951526,-1.108894456,-0.548059243,0.8889 ,-0.939 ,-1.144607932,1.778 ,0.945637532,0.577151087,0.684882619,Desert steppe,-0.227951526,1.063063305,-0.597788557,-1.636499422,-0.417136999,-2.128979716,0.006923244
1.172148937,-0.175158025,-1.108894456,0.585084977,-0.4051 ,-0.333 ,0.177193541,1.057 ,0.378217877,1.30092394,0.229413639,Temperate steppe,-0.175158025,2.085748996,0.903593369,-0.92231252,0.104093542,-0.815375485,-0.801882956
1.18852993,-0.70257539,-1.108894456,-0.658004378,-0.5753 ,-0.516 ,0.03861758,0.650 ,0.330685342,1.143359227,0.22647513,Desert steppe,-0.70257539,1.739137279,-1.099718057,-0.868550173,0.013845848,-1.145166154,0.361599582
1.207384895,-0.282472375,-1.108894456,-0.66864423,0.8374 ,-0.885 ,-1.038011039,1.719 ,1.284306852,0.514381411,1.006649416,Desert steppe,-0.282472375,1.767326639,-0.671649169,-1.919826641,-0.071177137,-2.07146555,0.148214616
1.310849118,-0.018072769,-1.108894456,-0.365408453,-0.5896 ,-0.769 ,-1.277854048,1.149 ,0.957520665,0.738558837,0.601135096,Desert steppe,-0.018072769,1.019360549,-0.574021938,-1.735776355,-0.595451357,-1.479434587,-0.019751015
1.340939995,-0.359077232,-1.108894456,-0.62963144,0.9317 ,-0.953 ,-0.952733525,1.232 ,2.098301539,0.543844724,1.487095725,Desert steppe,-0.359077232,3.176508464,-1.282055446,-2.612462534,0.4292402,-1.894882721,0.12716667
1.359936708,-0.123373388,-1.108894456,-0.530326156,-0.7960 ,-0.805 ,-1.181916845,0.942 ,1.034761037,0.643763812,0.77450716,Desert steppe,-0.123373388,1.271115164,-1.189722964,-1.781566113,-0.389670149,-1.553626846,0.113654624
1.40583271,-0.204173392,-1.108894456,-0.487766749,-0.7209 ,-0.786 ,-1.197906379,0.465 ,0.865426377,0.661698011,0.551180436,Desert steppe,-0.204173392,0.880398445,-1.529958053,-1.586867604,-0.566147029,-1.235592272,0.136229448
1.448650074,0.157037074,-1.108894456,-0.324622354,-0.7430 ,-0.696 ,-1.267194359,1.129 ,0.859484808,0.701409437,0.515918319,Desert steppe,0.157037074,0.809618205,-0.634489236,-1.61327319,-0.648532912,-1.503582441,-0.070188029
1.517420983,-0.486546838,-1.108894456,-0.620764897,0.8733 ,-0.921 ,-1.038011039,0.485 ,1.91411296,0.561778924,1.381309382,Desert steppe,-0.486546838,2.819190226,-1.930098943,-2.495827756,0.261683507,-1.446611282,0.207262637
1.870743988,-0.157321186,-1.108894456,-0.361861836,-0.6817 ,-0.644 ,-1.133948243,-1.189 ,0.624792911,0.613019474,0.611419879,Desert steppe,-0.157321186,0.715284022,-0.498402208,-1.428326439,-0.523635162,-1.481228453,-0.018806926
1.880236807,-0.776447487,-1.108894456,-0.282062947,-0.8192 ,-0.857 ,-0.291832789,-1.125 ,0.990199283,0.305576147,0.939063695,Desert steppe,-0.776447487,1.943006336,-0.833573929,-1.314506981,0.449599147,-1.624175808,-0.156437078
-2.822718804,2.107886176,-0.762219846,-0.484220132,-0.8209 ,-0.764 ,-0.531675798,1.427 ,0.568348022,0.33888251,0.464494403,Desert steppe,2.107886176,0.840049137,-0.642647784,-0.944176969,-0.097819036,-1.787967473,0.026556804
-0.974325117,0.075116079,-0.762219846,-0.766176206,-0.7828 ,-0.787 ,-0.691571137,0.853 ,1.008023985,1.389313903,0.727491007,Desert steppe,0.075116079,2.433257758,-1.482711138,-1.925643427,-0.178125693,-1.554282469,0.354268212
-0.869166534,0.35100376,-0.762219846,-0.604805119,-0.6619 ,-0.709 ,-0.259853721,-0.165 ,-0.242675879,0.464421861,-0.107045704,Temperate steppe,0.35100376,-0.145153443,-2.140817476,-0.144321703,-0.399369829,-0.857933051,0.334935872
-0.859986003,-0.367263562,-0.762219846,0.212690163,1.8858 ,2.094 ,0.752816763,-0.587 ,-0.82494945,-0.073603968,-1.466106372,Mountain meadows,-0.367263562,-1.611843027,3.606057288,1.549727721,-0.395025892,2.626309676,0.609875943
-0.859569612,0.238783625,-0.762219846,-0.115371935,-0.4137 ,-0.635 ,-0.904764923,0.638 ,1.925996093,1.060093327,1.404817458,Desert steppe,0.238783625,3.486141955,-0.525728805,-2.714058522,0.288613395,-0.964281159,-0.151925864
-0.839644877,-0.76498357,-0.762219846,-0.06926591,-0.6543 ,-0.630 ,0.310439657,0.480 ,-0.346653303,-1.462223037,0.257329478,Temperate steppe,-0.76498357,-1.241107206,-0.873753495,0.934124998,0.585580882,-1.001373487,-0.22328524
-0.834925042,0.186787311,-0.762219846,-0.55160586,-0.7714 ,-0.759 ,2.335780623,0.785 ,-0.712059676,0.456735785,-0.161408132,Temperate steppe,0.186787311,1.919048601,-1.296732422,1.186895811,1.495641822,-1.436510691,0.162768025
-0.769788696,0.323771292,-0.762219846,0.038905916,-0.6966 ,-0.643 ,-0.862126166,-0.263 ,1.587326773,0.69372335,1.055134822,Desert steppe,0.323771292,2.47405878,-1.563126825,-2.140173926,0.12293023,-0.60978446,-0.265689947
-0.635733039,-0.667279868,-0.762219846,0.297808978,-0.6505 ,-0.701 ,3.385760019,-0.063 ,0.033606987,-0.794814796,0.921432639,Temperate steppe,-0.667279868,3.545984849,-1.117164373,1.261726037,3.309414211,-0.65029195,-0.536318627
-0.585351984,2.914973482,-0.762219846,-0.540966008,-0.5279 ,-0.408 ,-0.222544808,0.652 ,0.214824783,-0.085133093,0.083957416,Desert steppe,2.914973482,-0.008895702,-0.825525129,-0.211337594,-0.065621927,-1.025806846,0.279238315
-0.541351893,-0.308662785,-0.762219846,-0.407967861,0.0636 ,0.227 ,1.429707033,-0.097 ,0.149467547,0.578432099,1.07570439,Temperate steppe,-0.308662785,3.233311068,-0.215044561,-0.353794452,1.641411138,0.10272956,0.45697083
-0.487889986,0.199930182,-0.762219846,-0.728936724,0.5633 ,0.374 ,1.818785692,0.005 ,-1.148764854,-2.572862082,-0.284825534,Temperate steppe,0.199930182,-2.187666778,0.21244622,2.83036407,1.495199564,0.326654204,0.874221516
-0.363382523,-0.118353689,-0.762219846,-0.429247564,-0.2535 ,-0.204 ,0.369067948,0.480 ,0.485166083,1.268898591,0.304345632,Temperate steppe,-0.118353689,2.427478253,-0.407043653,-0.929447412,0.323877585,-0.632493421,0.278857227
-0.297734546,-0.770774145,-0.762219846,-0.542739317,-0.7709 ,-0.779 ,1.749497712,0.164 ,0.137584411,-0.782004659,0.808300021,Temperate steppe,-0.770774145,1.913377485,-1.928535175,0.60344108,1.990566319,-1.116891923,0.210034545
-0.206423169,0.480207818,-0.762219846,0.102745027,-0.8654 ,-0.912 ,1.051288063,0.751 ,-0.691264192,-2.120664179,-0.033582968,Lowland meadows,0.480207818,-1.794223275,-0.923343598,1.906601198,1.0497941,-1.376924992,-0.508530531
-0.154201572,-0.646233275,-0.762219846,-0.154384725,-0.3487 ,-0.262 ,0.379727637,-0.165 ,0.360393177,1.040878114,0.435109308,Temperate steppe,-0.646233275,2.216108237,-0.930270144,-0.803562931,0.421928562,-0.301846632,0.04876736
-0.141853816,-0.819952181,-0.762219846,0.38647441,-0.0503 ,-0.057 ,-0.254523876,-0.267 ,-0.049574951,0.022472071,0.324915199,Temperate steppe,-0.819952181,0.043288443,0.011832306,-0.24723344,-0.030360848,0.187567802,-0.365190499
-0.075523668,-0.060298424,-0.762219846,-0.321075737,-0.8466 ,-0.846 ,1.280471383,0.446 ,0.348510042,1.323982191,0.792138219,Desert steppe,-0.060298424,3.745101834,-1.567826511,-0.762666324,1.268994823,-1.284892688,-0.056401384
-0.059975462,-0.123026238,-0.762219846,-0.477126897,1.3977 ,1.564 ,0.113235405,-0.876 ,-0.554608149,0.433677535,-0.53900661,Temperate steppe,-0.123026238,-0.546701819,1.607797085,0.416589187,-0.410585296,2.010375115,1.105149431
-0.012331953,-0.579621382,-0.762219846,-0.358315218,-0.6903 ,-0.714 ,-1.02735135,0.089 ,1.82201867,0.998604664,1.426856282,Desert steppe,-0.579621382,3.220128265,-1.673936134,-2.682616436,0.195233366,-0.942960438,0.068092896
0.057958341,-0.650735379,-0.762219846,-0.422154329,-0.7188 ,-0.728 ,0.075926492,0.140 ,0.428721197,-0.761508434,1.050727057,Desert steppe,-0.650735379,0.793866312,-1.729172539,-0.360493725,0.879875595,-1.012250101,0.116316366
0.092312784,0.040593833,-0.762219846,-0.411514478,-0.4091 ,-0.436 ,1.061947752,0.446 ,-0.700176542,-2.014340028,-0.0747221,Temperate steppe,0.040593833,-1.727290917,-0.810411631,1.882829707,1.013396766,-0.829140464,0.190939466
0.133145651,1.059930025,-0.762219846,0.120478114,-0.7690 ,-0.867 ,-1.267194359,2.059 ,0.800069138,0.671946112,0.543834161,Desert steppe,1.059930025,0.748655052,0.543402702,-1.578118624,-0.639776254,-1.983232378,-0.624902071
0.143912005,-0.215303539,-0.762219846,-0.691697243,-0.8660 ,-0.925 ,-0.142597138,1.091 ,0.9872285,1.248402366,0.773037904,Desert steppe,-0.215303539,2.866071632,-1.391847057,-1.647548336,0.296924301,-1.784743945,0.217525612
0.180239884,-0.490248679,-0.762219846,-0.427474256,0.0399 ,0.126 ,-0.275843254,-0.620 ,0.621822125,0.778270275,0.671659326,Temperate steppe,-0.490248679,1.795908471,-0.881024635,-1.200403369,0.147331711,0.303116571,0.501602186
0.195347335,-0.558041447,-0.762219846,-0.74666981,-0.5195 ,-0.501 ,-0.430408749,0.887 ,1.144680027,1.651921743,0.803892256,Desert steppe,-0.558041447,3.170085276,-0.879463319,-2.072405252,0.047934727,-1.25502726,0.436872515
0.223012947,0.693451126,-0.762219846,-0.714750255,-0.7266 ,-0.669 ,-0.020010711,0.582 ,0.907017345,-0.127406555,0.917024874,Desert steppe,0.693451126,1.676624952,-1.528284653,-0.928360504,0.712039298,-1.297376373,0.36482183
0.272042956,-0.664586749,-0.762219846,-0.684604008,-0.6584 ,-0.666 ,2.911403844,-0.301 ,-0.762562996,-1.756856227,0.87000872,Temperate steppe,-0.664586749,1.261993342,-2.310322732,2.046170839,2.923687077,-0.782150804,0.433590445
0.432379947,-0.720876387,-0.762219846,0.054865694,0.2747 ,0.241 ,0.939361325,0.378 ,-0.444689158,1.012695814,-0.386204113,Temperate steppe,-0.720876387,1.121163869,0.948355296,0.310549942,0.23413425,0.107737209,0.008594495
0.480745493,-0.782548978,-0.762219846,1.583457741,0.0060 ,-0.092 ,1.562953149,0.005 ,-0.661556356,-0.259350981,0.22353662,Temperate meadow steppe,-0.782548978,0.865582432,1.502331713,1.020244378,1.253257073,0.388764049,-1.53519169
0.485383376,0.695148286,-0.762219846,-0.727163415,-0.4933 ,-0.372 ,0.619570646,0.616 ,0.636676044,-0.392576432,0.661374542,Desert steppe,0.695148286,1.525044801,-0.97696281,-0.25581064,1.059613709,-1.018352335,0.474593857
0.525872945,0.20708543,-0.762219846,-0.477126897,-0.3838 ,-0.438 ,0.79545552,0.718 ,-0.643731655,0.402933198,-0.118799744,Desert steppe,0.20708543,0.435857319,-0.581217456,0.542562806,0.343905122,-0.977821201,0.231851177
0.578564086,-0.410545769,-0.762219846,-0.647364527,-0.6108 ,-0.606 ,-0.371780458,0.582 ,1.171417079,1.838949781,0.793607472,Desert steppe,-0.410545769,3.432193873,-1.282405613,-2.154131501,0.058672394,-1.177406618,0.33361882
0.673487869,-0.033757125,-0.762219846,0.549618804,-0.8905 ,-0.927 ,-0.067979313,1.343 ,0.70797485,0.162102584,0.733368025,Desert steppe,-0.033757125,1.535466146,0.075696371,-0.886705334,0.476294275,-1.588253338,-1.001140788
0.723133598,-0.224489731,-0.762219846,-0.3955547,-0.2519 ,-0.385 ,-1.251204825,0.334 ,0.574289591,0.564340949,0.280837555,Desert steppe,-0.224489731,0.168263269,-0.699183791,-1.254624119,-0.802068453,-0.647457996,0.224863079
0.834427299,-0.446475238,-0.762219846,-0.388461465,-0.7486 ,-0.682 ,-1.288513738,1.029 ,0.176204598,0.41318131,-0.0130134,Desert steppe,-0.446475238,-0.712141229,-0.790468832,-0.81524853,-1.051039343,-1.463685124,0.002360613
0.917014409,0.116708189,-0.762219846,-0.188077589,-0.9297 ,-1.021 ,-0.600963778,1.096 ,0.97831615,0.497728224,0.917024874,Desert steppe,0.116708189,1.79210547,-1.043599833,-1.51643626,0.158253181,-1.738094157,-0.29626552
0.997854004,0.138261138,-0.762219846,-0.587072033,-0.7377 ,-0.746 ,1.637570975,0.684 ,-0.085224352,0.502852286,0.424824524,Temperate steppe,0.138261138,2.480023432,-1.386903589,0.229937411,1.40300833,-1.365744836,0.215312765
1.015424358,1.188567971,-0.762219846,0.003439744,-0.7009 ,-0.647 ,-0.558325021,0.875 ,0.693120931,0.436239561,0.586442549,Desert steppe,1.188567971,1.15747802,-0.468661383,-1.137428244,-0.042177398,-1.226058001,-0.342673241
1.10157958,-0.585049371,-0.762219846,-0.379594922,-0.7032 ,-0.781 ,-1.267194359,0.828 ,0.808981487,0.579713112,0.458617385,Desert steppe,-0.585049371,0.580117625,-1.036467401,-1.493656444,-0.668633246,-1.384910267,0.001748136
1.210312916,-0.401140042,-0.762219846,-0.744896502,-0.7657 ,-0.745 ,-0.249194031,0.412 ,1.106059842,1.330387265,0.783322688,Desert steppe,-0.401140042,2.970575764,-1.843927844,-1.805078267,0.229211321,-1.281596088,0.387721239
1.25300182,-0.322763387,-0.762219846,-0.354768601,-0.6684 ,-0.748 ,-1.251204825,1.080 ,0.921871263,0.71165755,0.568811491,Desert steppe,-0.322763387,0.951135479,-0.691159627,-1.674745848,-0.595276599,-1.472351662,-0.033267607
